WORD_CLEAN,WORD_FIXATION_COUNT,WORD_FIXATION_%,WORD_GAZE_DURATION,WORD_FIRST_FIXATION_DURATION,WORD_SECOND_FIXATION_DURATION,WORD_THIRD_FIXATION_DURATION,WORD_TOTAL_READING_TIME,WORD_TOTAL_READING_TIME_%,WORD_SKIP,WORD_SPILLOVER,WORD_RUN_COUNT
A,0.308294445,0.003966815,56.86030408,54.68892067,5.64993226,1.002935421,61.34178835,0.003761471,0.764564203,21.39786241,0.298283908
Abbey,1.071428571,0.011907143,249.1428571,160.7857143,90.42857143,12.42857143,263.6428571,0.014485714,0.714285714,36.85714286,0.785714286
About,0.959183673,0.011496939,164.9897959,139.244898,46.13265306,5.785714286,193.8265306,0.011091837,0.428571429,62.92857143,0.826530612
Above,1,0.010892857,152.7142857,144.2142857,32.14285714,7.428571429,183.7857143,0.009914286,0.5,31.78571429,0.857142857
Absolutely,2.071428571,0.025592857,281.7857143,157,161.8571429,73.78571429,404.4285714,0.024321429,0.214285714,26.21428571,1.571428571
Accordingly,1.714285714,0.018614286,272.2857143,193.4642857,94.89285714,37.92857143,341,0.017710714,0.25,13.67857143,1.25
Acting,0.769230769,0.012853846,161.9230769,161.9230769,0,0,161.9230769,0.012946154,0.538461538,14,0.769230769
Admirable,1.607142857,0.019239286,248.8928571,222.1428571,55.21428571,48.96428571,376.1428571,0.021067857,0.071428571,52,1.178571429
Affair,1.230769231,0.014546154,181.5384615,181.5384615,32.61538462,20.15384615,234.3076923,0.0143,0.384615385,43.30769231,1.153846154
Afraid,0.785714286,0.00885,168.1428571,168.1428571,8.357142857,0,176.5,0.009757143,0.428571429,29.78571429,0.785714286
After,1.062753036,0.013427097,200.2362637,182.0069404,42.88259109,6.800462695,231.6899942,0.0138345,0.297860035,87.16020821,0.95951417
Afterwards,1.785714286,0.021271429,235.6428571,177.0714286,130.9285714,31.71428571,339.7142857,0.021192857,0.142857143,49.92857143,1.5
Again,1.107142857,0.012557143,229.5,219,38.78571429,18.21428571,276,0.014767857,0.321428571,34.28571429,1
Ah,0.805819181,0.009840834,148.6988012,133.2908342,30.64435564,4.368506494,169.2338911,0.009975,0.521853147,42.24875125,0.721653347
Aha,0.923076923,0.012865934,177.1868132,177.1868132,14.58791209,0,191.7747253,0.012715659,0.406593407,37.01923077,0.923076923
Alas,1.035714286,0.014235714,212.3928571,201.8214286,52.39285714,0,254.2142857,0.015946429,0.321428571,95.71428571,0.964285714
Albert,1.178571429,0.018028571,210.9285714,199.4285714,43.53571429,11.60714286,254.5714286,0.0187,0.392857143,74.85714286,1.107142857
Alfred,1.030092984,0.01242115,169.1551141,153.2617921,41.30338123,11.865765,219.4723584,0.012513263,0.403465765,98.67962806,0.911073542
All,0.496336996,0.005956914,97.96886447,95.7724359,9.348901099,0,105.121337,0.00603631,0.662087912,15.25915751,0.484432234
Allow,1.285714286,0.013057143,293,225.8571429,79.85714286,82.78571429,388.5,0.017735714,0.357142857,55.35714286,1.142857143
Almost,1.714285714,0.016514286,180.9285714,152.8571429,146,47.78571429,346.6428571,0.015142857,0.214285714,45.92857143,1.5
Already,1.25,0.012956593,197.9313187,173.8269231,68.19230769,3.678571429,245.6978022,0.012209341,0.225274725,65.67032967,1.104395604
Also,1.188186813,0.01540467,192.3832418,174.5260989,61.97802198,24.42445055,287.3076923,0.017503571,0.353021978,46.38873626,1.06043956
Although,1.285714286,0.016957143,197.0714286,176.3571429,82,21.07142857,279.4285714,0.019178571,0.214285714,109.7142857,1.142857143
Always,1.357142857,0.015003571,211.4642857,193.4285714,43.92857143,18.14285714,255.5,0.013546429,0.25,84.03571429,1.214285714
Am,0.393772894,0.005023443,61.01648352,54.93223443,12.95604396,0,67.88827839,0.004205311,0.778388278,4.820512821,0.344322344
Amen,1.071428571,0.016514286,174.5714286,152.3571429,26.85714286,19.78571429,199,0.01525,0.214285714,17.07142857,0.857142857
Amid,0.923076923,0.009453846,196,196,13.53846154,0,209.5384615,0.009838462,0.769230769,50,0.923076923
Amy,0.785714286,0.008485714,145.8571429,145.8571429,53.57142857,0,199.4285714,0.010107143,0.714285714,44.42857143,0.785714286
An,0.317994505,0.003878434,55.15315934,52.46565934,8.892857143,5.080357143,66.43887363,0.00380364,0.762362637,21.58653846,0.300137363
Analytical,1.846153846,0.025261538,287.3076923,216.3846154,103.2307692,45.15384615,378.9230769,0.025876923,0.076923077,171.0769231,1.384615385
And,0.569382342,0.007139621,101.5474422,95.6303903,14.79079197,2.062220538,112.8305419,0.006799761,0.616180371,31.27817355,0.533042819
Annie,1.082722833,0.014485989,182.3217338,165.7094017,45.68315018,11.73321123,231.8076923,0.014510684,0.342185592,62.74450549,0.943528694
Another,1.5,0.025764286,267.3571429,202.9285714,103.5714286,15.85714286,322.3571429,0.027278571,0.5,106.7142857,1.142857143
Answer,0.923076923,0.013161538,193.0769231,193.0769231,24.07692308,0,217.1538462,0.015076923,0.538461538,13.69230769,0.923076923
Any,0.666666667,0.008785714,147.0238095,139.952381,13.30952381,0,153.2619048,0.009847619,0.5,46.71428571,0.619047619
Anyone,1.5,0.01625,281,238.1428571,90.07142857,23.71428571,351.9285714,0.017771429,0.285714286,107.7857143,1.285714286
Anything,1.357142857,0.01795,251.6428571,216.2857143,63.78571429,14.35714286,294.4285714,0.018964286,0.142857143,52.78571429,1.142857143
Anyway,1.182692308,0.015124038,187.1964286,162.3063187,47.40247253,20.07142857,231.7802198,0.013970604,0.199175824,56.22252747,1.017857143
Apache,1.357142857,0.0182,282.1428571,260.3571429,76.78571429,18.57142857,355.7142857,0.022135714,0.071428571,25.35714286,1.214285714
Apartments,1.642857143,0.016164286,313.2857143,238.9285714,110.1428571,25.42857143,374.5,0.017828571,0.142857143,149.5,1.214285714
Apparently,1.214285714,0.013964286,226.3571429,187.4285714,38.92857143,16.85714286,244.8571429,0.014164286,0.214285714,37.07142857,1
Are,0.48822606,0.00661876,93.52040816,86.88461538,10.22762951,3.030612245,100.1428571,0.006500942,0.71978022,22.09497645,0.456828885
Arent,1.285714286,0.017992857,229.7857143,203.8571429,18.78571429,7.142857143,240.2857143,0.016735714,0.142857143,97,1
Arms,0.857142857,0.012961905,157.6428571,152.547619,32.33333333,0,184.8809524,0.01342619,0.452380952,60.23809524,0.833333333
Arrest,1.214285714,0.017092857,332.1428571,310.2142857,46.21428571,0,356.4285714,0.024192857,0.142857143,77.92857143,1.142857143
Arrested,1.857142857,0.022292857,308.0714286,244,118.7857143,36.28571429,447.7857143,0.026007143,0.357142857,131,1.571428571
Arsenic,1.428571429,0.01415,269.2142857,240.7142857,40,33.35714286,314.0714286,0.015264286,0.142857143,63.92857143,1.142857143
As,0.451827243,0.005456466,86.630207,82.89662663,10.72054689,3.496294403,97.11346793,0.005508791,0.723996933,11.69601329,0.436749297
Ask,1.178571429,0.014946429,225.4285714,187.3928571,66.75,15.71428571,269.8571429,0.015603571,0.321428571,65.60714286,1.071428571
Associate,1.928571429,0.019557143,258.5,212.2142857,107.6428571,44,379.8571429,0.017985714,0.142857143,52.42857143,1.5
Assuredly,1.692307692,0.0204,339.6923077,277.2307692,169.3846154,35.07692308,526.8461538,0.029461538,0.153846154,51.53846154,1.307692308
At,0.581400081,0.006713207,101.033374,96.16198616,14.20818071,0.402116402,111.8278388,0.006276333,0.576109076,23.33150183,0.551485551
August,1,0.010614286,127.3571429,121.2142857,58.85714286,0,180.0714286,0.009628571,0.642857143,0,0.928571429
Aunt,0.957142857,0.010305714,146.9428571,138.1714286,41.57142857,7.471428571,199.3428571,0.009942857,0.442857143,76.71428571,0.871428571
B,1,0.0116,161,161,50.71428571,19.64285714,299.7142857,0.01575,0.428571429,57.71428571,0.928571429
Bad,0.714285714,0.010442857,169.2142857,153.2142857,34.28571429,0,187.5,0.012792857,0.5,79.07142857,0.642857143
Bah,1.214285714,0.015542857,179.1428571,167.3571429,37.28571429,11.28571429,230.5714286,0.014621429,0.357142857,0,1.071428571
Bailey,0.846153846,0.008638462,173.7692308,161.6923077,12.07692308,0,173.7692308,0.008569231,0.307692308,140.5384615,0.769230769
Bar,1.076923077,0.011161538,179.9230769,159.7692308,36.76923077,15.69230769,261.3846154,0.012146154,0.461538462,0,1
Baron,1.714285714,0.016892857,387.0714286,260.2857143,131.5714286,36.35714286,442.8571429,0.0208,0.357142857,216.5,1.214285714
Be,0.936813187,0.013560714,156.5934066,155.7857143,34.4010989,0,190.1868132,0.013074725,0.475274725,74.17857143,0.898351648
Because,1.174358974,0.014921062,203.6271062,178.7879121,45.56190476,3.068498168,227.418315,0.013922637,0.232600733,54.55018315,1.004029304
Before,0.976190476,0.011521429,178.6904762,154.5952381,54.71428571,8.142857143,217.452381,0.012180952,0.547619048,19.42857143,0.857142857
Behind,1.642857143,0.018642857,192.6428571,149.4285714,130.6428571,22.21428571,312,0.018214286,0.285714286,85.78571429,1.357142857
Belgian,1.178963893,0.014557849,206.5627943,173.4945055,57.16797488,6.570643642,237.233124,0.013932182,0.245682889,104.1483516,1.000784929
Belgians,1.339285714,0.016514286,256.8928571,200.125,70.39285714,4.303571429,292,0.017446429,0.25,98.05357143,1
Belgium,1.571428571,0.014085714,202.2857143,184.4285714,55.71428571,25.64285714,327.7142857,0.014578571,0.214285714,75.28571429,1.142857143
Believe,1.714285714,0.023028571,265.2142857,175.5714286,72.85714286,27.28571429,275.7142857,0.017828571,0.071428571,67.42857143,1.071428571
Besides,1.5,0.024592857,271.7142857,210.5,57.57142857,18.78571429,298,0.024692857,0.214285714,26.07142857,1.142857143
Better,1.321428571,0.018760714,197.7142857,190.3571429,66.92857143,21.85714286,279.1428571,0.019110714,0.464285714,42.71428571,1.25
Between,1.659340659,0.015596154,217.2225275,176.1648352,78.72802198,22.72252747,327.4725275,0.01443022,0.255494505,84.58516484,1.392857143
Beware,1.071428571,0.014014286,245,228.6428571,16.35714286,0,245,0.014614286,0.214285714,172.5,0.928571429
Bien,1.360805861,0.015163004,252.1520147,201.7234432,77.1959707,8.357142857,289.0622711,0.015630769,0.195970696,35.61904762,1.023809524
Blood,1,0.010185714,195.7857143,187.7857143,16.64285714,0,204.4285714,0.010114286,0.785714286,71.71428571,0.928571429
Bolted,1.571428571,0.020392857,263.2857143,173.5,100.9285714,0,274.4285714,0.017028571,0.071428571,157.5,1
Bon,0.64010989,0.009118956,118.2994505,118.2994505,13.34615385,0,131.6456044,0.009217308,0.623626374,29.73901099,0.64010989
Both,1.071428571,0.01415,214.7142857,185.5,29.21428571,0,214.7142857,0.013685714,0.142857143,8.428571429,0.928571429
Bountiful,1.785714286,0.017357143,374.5,208.6428571,104.7142857,82,395.3571429,0.017392857,0.214285714,126.6428571,0.928571429
Breakfast,1.285714286,0.0134,203.4285714,152.3571429,89.14285714,31.64285714,273.1428571,0.013835714,0.5,32.71428571,0.928571429
Bromide,1.461538462,0.021661538,330.7692308,213.8461538,124.0769231,24.46153846,383.3846154,0.027976923,0.307692308,0,0.846153846
Brussels,1.357142857,0.013692857,223.1428571,190.5714286,44.42857143,0,235,0.01065,0,75.64285714,1.071428571
Burnt,2,0.026330952,291.8333333,206.7380952,113.3095238,58.83333333,441.9761905,0.028895238,0.071428571,150.1666667,1.428571429
But,0.617396265,0.007520345,114.4115475,107.2233832,15.16933886,2.560529634,125.7190897,0.007364859,0.60157329,27.46400048,0.572299285
By,0.407692308,0.004691209,74.2989011,65.94175824,16.51428571,3.169230769,85.62527473,0.004635604,0.75,35.50384615,0.354395604
C,0.807692308,0.008046154,122.0769231,117.0384615,50.03846154,14.46153846,181.5384615,0.008534615,0.807692308,0,0.769230769
COURT,0.928571429,0.008914286,154.9285714,154.9285714,37,18.92857143,210.8571429,0.009664286,0.571428571,83.57142857,0.928571429
Call,0.928571429,0.010135714,169,169,40.57142857,10.64285714,220.2142857,0.0123,0.571428571,54.85714286,0.928571429
Can,0.693092622,0.009269388,115.5965463,107.5149137,17.3155416,5.663265306,133.16719,0.008859262,0.598901099,19.86185243,0.631868132
Candle,0.785714286,0.0099,140.9285714,117.7142857,36.85714286,0,154.5714286,0.009442857,0.571428571,85.28571429,0.642857143
Cant,0.879120879,0.00998022,192.8617216,175.7664835,30.04120879,6.64010989,214.7335165,0.01143956,0.506410256,42.32051282,0.782967033
Case,1.107142857,0.011960714,129.2142857,110.7857143,52.25,23.5,209.3928571,0.010589286,0.464285714,46.35714286,1.035714286
Cash,1.214285714,0.015557143,260.2857143,213.5714286,66.42857143,22.64285714,302.6428571,0.019157143,0.428571429,92.35714286,1
Caught,1.076923077,0.0194,210.2307692,188.4615385,37.07692308,0,225.5384615,0.019846154,0.153846154,39.84615385,0.923076923
Cavendish,1.405494505,0.017476677,216.7667677,181.6604775,65.48491853,23.71731717,288.6093217,0.017079799,0.227283062,65.26828344,1.148162183
Certainly,1.423076923,0.018747875,248.9765568,198.1120879,73.80842491,14.35128205,291.4051282,0.018783004,0.151282051,62.63772894,1.12014652
Char,1.071428571,0.013021429,184,163.2142857,36.5,26.42857143,226.1428571,0.013678571,0.5,22.64285714,0.928571429
Cheer,1.214285714,0.012835714,232.0714286,203.1428571,68,49.78571429,320.9285714,0.014692857,0.214285714,48.14285714,1.142857143
Chemist,2.384615385,0.032561538,433,198.5384615,200.7692308,68.61538462,517.6923077,0.034569231,0.076923077,202.4615385,1.307692308
Chemists,1.714285714,0.022014286,290.5,241.2142857,100.6428571,18.78571429,394.8571429,0.024178571,0.214285714,0,1.5
Chut,1.142857143,0.0135,256.8571429,224.6428571,54.28571429,27.57142857,306.5,0.017485714,0.571428571,99.14285714,0.928571429
Clearly,1.142857143,0.013214286,171.7142857,162.2142857,20,0,182.2142857,0.010464286,0.142857143,141.7142857,1.071428571
Clever,1.5,0.016421429,243.5714286,193.8571429,80.78571429,17.85714286,292.5,0.015607143,0.285714286,94.42857143,1.214285714
Coarse,1.571428571,0.0148,210.7142857,185.7857143,75.21428571,46.92857143,352.8571429,0.016128571,0.5,105.0714286,1.285714286
Coffee,0.923076923,0.012088736,196.9175824,178.3763736,18.54120879,0,196.9175824,0.012712637,0.332417582,31.33791209,0.81043956
Come,0.883928571,0.010683173,164.7396978,145.2716346,36.6404533,8.207417582,201.7980769,0.01145024,0.468063187,43.19883242,0.784684066
Comme,0.857142857,0.012264286,143.8571429,143.8571429,34.35714286,0,178.2142857,0.0116,0.5,107.4285714,0.857142857
Compared,1.571428571,0.018428571,263.1428571,179.6428571,90.71428571,24.35714286,339.9285714,0.01855,0.214285714,69.64285714,1.142857143
Confound,1.5,0.016471429,244.5714286,190.2857143,96.57142857,13.5,300.3571429,0.016228571,0.285714286,107.0714286,1.214285714
Console,1.076923077,0.015892308,236.5384615,202.6153846,33.92307692,0,236.5384615,0.016238462,0.153846154,106.3846154,0.923076923
Consular,1.285714286,0.015085714,245.7857143,200.7142857,92.64285714,4.571428571,297.9285714,0.018114286,0.357142857,106.6428571,1.142857143
Convalescent,3,0.031678571,476.5714286,253.2142857,208.8571429,121.6785714,735.8214286,0.036428571,0.142857143,127.4642857,1.464285714
Cook,0.761904762,0.008378571,157.8095238,154.7380952,7.30952381,7.928571429,169.9761905,0.009021429,0.595238095,21.54761905,0.738095238
Coots,1.343406593,0.017134753,232.0686813,176.489011,87.15384615,13,287.1964286,0.017410852,0.200549451,43.89148352,1.032967033
Coroner,1.147783251,0.014764286,206.4334975,183.2389163,44.60344828,9.192118227,241.8349754,0.014811576,0.21182266,102.3275862,1.002463054
Coroners,1.2,0.015431429,208.5142857,186.5714286,42.85714286,6.6,236.0285714,0.014588571,0.142857143,123.0142857,1.014285714
Cottage,0.94047619,0.012619048,142.797619,140,28.51190476,7.654761905,176.8690476,0.011438095,0.285714286,79.70238095,0.892857143
Could,1.21978022,0.019333883,170.2600733,147.1684982,81.76739927,28.41025641,257.3461538,0.0194837,0.437728938,41.26190476,1.098901099
Couldnt,1.435897436,0.019416484,266.7472527,187.7600733,78.6959707,18.86996337,303.1117216,0.019378938,0.316849817,66.57692308,1.06959707
Counsel,1.307692308,0.012384615,171.3076923,160.6923077,53.15384615,28.03846154,266.9230769,0.011565385,0.307692308,36,1.269230769
Court,0.883830455,0.009720251,149.9175824,133.9803768,23.05259027,2.681318681,159.7142857,0.008346939,0.392464678,54.6844584,0.796703297
Criminal,1.785714286,0.017107143,293.0714286,280.5,87.5,29.85714286,417.5714286,0.019885714,0.214285714,178.2142857,1.642857143
Cross,0.973901099,0.012038324,154.6236264,146.0260989,28.5260989,10.89285714,185.4450549,0.011244231,0.409340659,78.66483516,0.881868132
Crossing,1.785714286,0.023707143,308.7857143,237.5714286,165.7142857,40.07142857,443.3571429,0.028542857,0.428571429,26.85714286,1.357142857
Crown,1,0.010753846,184.6923077,184.6923077,36.30769231,0,221,0.0117,0.230769231,54.38461538,1
Cynthia,1.203242836,0.014404277,201.175878,175.688914,53.02413273,16.10541909,255.3073691,0.014431518,0.307961646,68.25360914,1.029142426
D,0.357142857,0.003878571,68.78571429,62.35714286,6.428571429,0,68.78571429,0.003435714,0.785714286,42.10714286,0.321428571
Dare,1.571428571,0.017785714,134.2857143,134.2857143,121.1428571,52.71428571,315.8571429,0.017371429,0.5,34.78571429,1.428571429
Darling,1.357142857,0.01355,299.7857143,276.8571429,47,11.35714286,335.2142857,0.016064286,0.357142857,166.1428571,1.214285714
Dash,1.071428571,0.013121429,196.4285714,178.9285714,40.64285714,0,219.5714286,0.011571429,0.214285714,38.57142857,0.928571429
Dead,1.857142857,0.016707143,208.6428571,208.6428571,132.9285714,36.14285714,438.3571429,0.019192857,0.071428571,118.9285714,1.785714286
Dear,0.598901099,0.008544139,109.3553114,105.5091575,21.22527473,0,126.7344322,0.008787729,0.778388278,30.24175824,0.573260073
Dearest,2.230769231,0.021176923,352.8461538,256.8461538,166.8461538,81.38461538,536.4615385,0.024853846,0.307692308,110.6923077,1.615384615
Death,1,0.012992308,167.9230769,146.4615385,21.46153846,0,167.9230769,0.010392308,0.153846154,75.15384615,0.846153846
Deceased,3.230769231,0.028292308,279.0769231,260.1538462,173.9230769,166.6923077,758.6923077,0.032084615,0.307692308,127.4615385,2.615384615
Decidedly,1.75,0.024160714,310.6785714,234.8214286,106.2142857,31.21428571,396.5357143,0.025528571,0.178571429,15.75,1.285714286
Decorum,2.214285714,0.022078571,304.6428571,198.4285714,170.5714286,30.14285714,447.6428571,0.021642857,0.285714286,83.42857143,1.714285714
Deftly,1.571428571,0.018071429,297.2857143,205.7857143,100.5714286,19.35714286,325.7142857,0.018971429,0.428571429,19.28571429,1.142857143
Detective,1.64010989,0.016639011,255.282967,183.4862637,75.87637363,13.97527473,300.8379121,0.014656044,0.186813187,178.4368132,1.186813187
Did,0.664428164,0.008780138,117.7507123,113.6430606,18.0966626,2.684167684,134.4238909,0.008559748,0.597476597,21.69190069,0.636955637
Difficult,1.928571429,0.027078571,317.6428571,162.2142857,136.7142857,49.71428571,378.5714286,0.025871429,0.071428571,70.21428571,1.071428571
Discipline,1.357142857,0.01585,267.8571429,267.8571429,52.78571429,0,320.6428571,0.017942857,0.071428571,77.28571429,1.357142857
Discreditable,2.571428571,0.033342857,490.4285714,260.4285714,214.9285714,108.7142857,628,0.039778571,0.214285714,147.9285714,1.428571429
Dispensary,1.153846154,0.017269231,249.1538462,226.3076923,22.84615385,0,249.1538462,0.018007692,0,0,1
Do,0.404517705,0.004981587,71.81257631,70.58510379,6.218681319,0.14017094,76.94395604,0.004629414,0.744200244,12.68180708,0.396336996
Does,0.835164835,0.01105174,159.9478022,149.8598901,29.30769231,3.595238095,182.7628205,0.010958242,0.536630037,27.16666667,0.761904762
Dont,0.924603175,0.010825611,149.0811966,136.1822344,35.58760684,6.591269841,182.8888889,0.01038199,0.51984127,42.03693529,0.828754579
Dorcas,1.212800713,0.015043303,226.8877339,190.3526879,55.27376002,13.44802495,269.7513365,0.016065177,0.312667063,60.01277101,1.002079002
Doubtless,1.769230769,0.017253846,302.1538462,204.6923077,76.61538462,42.69230769,341.1538462,0.015292308,0.538461538,68,1.230769231
Dr,0.590185676,0.007522603,96.90422509,93.08355438,16.2179803,2.7104964,113.08867,0.006879538,0.633668056,56.25265252,0.554092459
Drugged,1.538461538,0.017630769,304.9230769,261.7692308,68.92307692,87.46153846,418.1538462,0.022015385,0.384615385,121.6923077,1.153846154
Dutch,1,0.010785714,189.6428571,161.5,34.07142857,0,195.5714286,0.0094,0.357142857,64.07142857,0.857142857
Earl,1.035714286,0.012753571,163.0714286,151.1428571,31.42857143,7.107142857,189.6785714,0.011253571,0.321428571,86.75,0.964285714
Eastern,1.071428571,0.013764286,196.1428571,183.1428571,18,0,201.1428571,0.012835714,0.214285714,81.21428571,0.928571429
Egyptian,1.214285714,0.013307143,214.5,208.5,33.57142857,27.5,269.5714286,0.014121429,0.142857143,159.2142857,1.142857143
Eh,0.69010989,0.008182198,119.3758242,113.078022,9.254945055,2.728571429,125.0615385,0.007228352,0.514285714,63.17032967,0.631868132
Either,1.266483516,0.013469505,203.6098901,187.3791209,32.65934066,11.26923077,277.1538462,0.013881319,0.266483516,15.41208791,1.038461538
Elizabeth,1.692307692,0.023592308,258.6153846,240.1538462,114.6923077,45.92307692,400.7692308,0.027153846,0.307692308,131.8461538,1.538461538
Emily,1.155094905,0.013353646,195.0894106,171.1850649,56.8046953,15.77272727,252.9345654,0.013739785,0.353396603,68.58141858,0.986013986
En,0.928571429,0.009485714,137.1428571,137.1428571,6.928571429,0,144.0714286,0.006957143,0.214285714,65.85714286,0.928571429
Enchanted,1.428571429,0.014364286,347.1428571,305.5714286,70,46.71428571,422.2857143,0.019742857,0.214285714,209,1.142857143
England,1.06043956,0.011643407,197.7098901,175.7813187,38.73296703,0,214.5142857,0.010942198,0.328571429,63.14285714,0.97032967
English,1.302197802,0.021198077,195.9423077,182.9065934,49.85302198,27.83928571,260.5989011,0.020346703,0.273351648,56.44642857,1.177197802
Englishman,1.678571429,0.018953571,303.0357143,225.1785714,110.7142857,13.82142857,349.7142857,0.018785714,0.214285714,63.92857143,1.214285714
Enlighten,1.642857143,0.018221429,316.3571429,223.8571429,100.2142857,65.07142857,389.1428571,0.020014286,0.142857143,65.85714286,1.214285714
Enough,0.928571429,0.012257143,183.5714286,183.5714286,18.28571429,0,201.8571429,0.012357143,0.285714286,13.21428571,0.928571429
Ernest,1.307692308,0.016087019,220.1153846,191.7596154,62.92307692,26.37980769,306.2355769,0.017743269,0.346153846,103.5432692,1.120192308
Espionage,2,0.026628571,359.3571429,235.1428571,156.5,59.28571429,462,0.029285714,0.214285714,48.14285714,1.357142857
Esq,1.293956044,0.013906868,296.956044,270.7582418,96.03021978,9.730769231,376.5192308,0.018824725,0.222527473,112.2664835,1.145604396
Europe,0.928571429,0.009542857,162.0714286,154.0714286,22.21428571,0,176.2857143,0.0081,0.357142857,36.64285714,0.857142857
Even,0.769230769,0.009373077,140.2692308,120,12.61538462,7.653846154,140.2692308,0.008276923,0.653846154,17.42307692,0.615384615
Events,1.285714286,0.019878571,249.4285714,199.2857143,86.78571429,21.21428571,307.2857143,0.025028571,0.5,67,1
Ever,0.912087912,0.009350549,189.6291209,157.1291209,34.43406593,11.10714286,202.6703297,0.009599176,0.456043956,41.59340659,0.769230769
Every,0.846840659,0.010599107,146.5837912,127.4217033,42.47802198,12.49107143,183.0336538,0.010793681,0.622252747,42.41895604,0.74793956
Everybody,1.785714286,0.0254,259.2142857,222.0714286,69.85714286,61.07142857,396.8571429,0.026942857,0,48.28571429,1.357142857
Everything,1.714285714,0.021245238,279.3571429,190,111.1428571,23.26190476,342.4285714,0.019769048,0.30952381,81.42857143,1.214285714
Everywhere,1.571428571,0.019564286,280.5714286,228.0714286,98.64285714,62.42857143,414.0714286,0.024714286,0.214285714,31.14285714,1.285714286
Evidence,1.346153846,0.013169231,260.0384615,201.8076923,58.30769231,26.80769231,293.1153846,0.014038462,0.384615385,34.30769231,1.038461538
Evidently,1.252747253,0.016105769,256.4368132,223.739011,53.96978022,21.59340659,299.3021978,0.018394505,0.112637363,146.9340659,1.104395604
Exactly,1.432496075,0.020794035,254.0463108,203.8041601,66.5321821,16.14874411,296.4748823,0.021058046,0.152276295,49.9733124,1.071036107
Excellent,1.461538462,0.020961538,248.2307692,213.8461538,71.69230769,15.07692308,300.6153846,0.020692308,0.076923077,43.61538462,1.230769231
Excuse,1.023809524,0.0128,199.2857143,185.7380952,25.28571429,0,211.0238095,0.012680952,0.261904762,13.19047619,0.928571429
FALSE,1.414835165,0.017853846,260.3241758,231.5769231,76.06593407,18.42307692,326.0659341,0.019469505,0.335164835,84.73626374,1.263736264
Far,0.642857143,0.007464286,136,127.7857143,8.214285714,0,136,0.00695,0.5,38.07142857,0.571428571
Farm,0.928571429,0.010464286,201,170.8571429,34.5,0,205.3571429,0.010707143,0.5,44.42857143,0.785714286
Farmer,1.857142857,0.020328571,279.2142857,211.1428571,113,86.78571429,410.9285714,0.021542857,0.285714286,154.7857143,1.5
Feeling,1.384615385,0.0182,241.0769231,194.0769231,100.3846154,0,294.4615385,0.017661538,0,11.07692308,1.153846154
Figure,1.384615385,0.0193,308.8461538,278.5384615,65.61538462,26,370.1538462,0.025246154,0.076923077,22.92307692,1.153846154
Finally,1.253663004,0.015818681,219.6208791,183.0769231,48.30769231,6.001831502,237.3864469,0.014834982,0.161172161,66.77564103,1.022893773
Find,1.01978022,0.012460549,169.6846154,158.5549451,43.52417582,12.25054945,214.3296703,0.012462308,0.384615385,28.83846154,0.945054945
Finding,1.357142857,0.017971429,281.9285714,243.7857143,68.85714286,0,312.6428571,0.020864286,0,66.35714286,1.071428571
Fire,1.142857143,0.012814286,203.2857143,203.2857143,76.64285714,0,279.9285714,0.014907143,0.428571429,55.07142857,1.142857143
First,0.692307692,0.008069231,152.8461538,152.8461538,0,0,152.8461538,0.008369231,0.461538462,0,0.692307692
Five,0.785714286,0.009819048,139.1190476,127.2857143,15.47619048,5.047619048,147.8095238,0.009240476,0.452380952,80.5,0.714285714
Fool,1,0.013342857,157.5714286,143.0714286,45.07142857,0,188.1428571,0.011621429,0.428571429,25.71428571,0.928571429
Footmarks,1.714285714,0.015771429,325.7857143,177.2857143,157.9285714,0,335.2142857,0.014735714,0.071428571,84.07142857,1
For,0.681318681,0.008679766,118.4192547,114.9233158,14.35642618,2.105112279,132.651935,0.008182967,0.560678452,24.18322981,0.652890588
Four,1.571428571,0.016842857,220.1428571,199.7142857,82.35714286,51.71428571,352.9285714,0.017742857,0.357142857,0,1.428571429
French,0.964285714,0.011552381,184.4880952,165.75,25.52380952,7.30952381,198.5833333,0.011320238,0.392857143,59.30952381,0.857142857
Friday,0.892857143,0.011730357,171.9107143,149.5892857,24.51785714,2.535714286,179.8214286,0.011760714,0.464285714,33.875,0.767857143
From,0.892857143,0.00990174,148.5027473,127.4184982,31.86996337,10.86721612,176.9249084,0.009594322,0.547619048,25.85805861,0.793040293
Front,1.285714286,0.015278571,266.6428571,255.5714286,51.71428571,0,307.2857143,0.016778571,0,105.2857143,1.214285714
Further,1.714285714,0.020321429,326.8571429,274,148.8571429,27.21428571,450.0714286,0.024692857,0.285714286,117.6428571,1.5
Gallic,0.857142857,0.013771429,129,129,74.71428571,15.21428571,218.9285714,0.017728571,0.642857143,89,0.785714286
German,1.25,0.014992857,176.5,164.5714286,70.75,2.107142857,237.4285714,0.013871429,0.285714286,66.17857143,1.178571429
Getting,1.642857143,0.020714286,323,275.0714286,91.14285714,46.14285714,430.8571429,0.025335714,0,25.07142857,1.142857143
Glaring,1.461538462,0.017307692,241,228,56.61538462,25.07692308,309.6923077,0.017930769,0.076923077,184.6923077,1.384615385
Go,0.582417582,0.007008425,132.7326007,128.3736264,4.358974359,0,132.7326007,0.007099267,0.54029304,27.33150183,0.556776557
